dataset_use_id,paper_id,task_id,dataset_id,paper_file,db_title,original_db_title,db_description,db_link
dataset_use_9386e9fb0cbf,paper_53e3f0257d20,task_283558a3d61e,dataset_c1788908f106,55_Equivariant Diffusion for Crystal Structure Prediction.pdf,MP-20,MP-20,"A subset of 45,231 stable inorganic materials curated from the Materials Project database, limited to structures with ≤20 atoms per unit cell and experimentally verified stability; used for stable structure prediction evaluation with a 60-20-20 split; provides diverse, real-world crystal examples to benchmark generative performance on the p(C, F | A) prediction task.",https://materialsproject.org
dataset_use_2248ab2e7e09,paper_53e3f0257d20,task_283558a3d61e,dataset_8b55ac6b7bf5,55_Equivariant Diffusion for Crystal Structure Prediction.pdf,MPTS-52,MPTS-52,"An extension of MP-20 containing 40,476 crystal structures with up to 52 atoms per unit cell, ordered chronologically by earliest publication year; used as a more challenging benchmark for stable structure prediction, with 27,380 training, 5,000 validation, and 8,096 test entries; tests the scalability and robustness of EquiCSP’s equivariant diffusion framework on larger, more complex crystals.",None
dataset_use_7f9eb73dede4,paper_53e3f0257d20,task_283558a3d61e,dataset_353a5bb6bf50,55_Equivariant Diffusion for Crystal Structure Prediction.pdf,Carbon-24,Carbon-24,"A dataset of 10,153 carbon allotropes containing 6–24 atoms per unit cell, featuring multiple metastable structures per composition; used in ab initio generation experiments to evaluate EquiCSP’s ability to sample diverse, physically valid structures from scratch (i.e., without ground-truth reference), supporting the one-to-many structure generation task beyond stable prediction.",https://doi.org/10.5281/zenodo.3727277
dataset_use_8803e8a610c4,paper_34af966c7e0c,task_3c36cf82ab3c,dataset_4937ff535eec,56_Guided diffusion for the discovery of new superconductors.pdf,Alexandria Materials Database,Alexandria Materials Database,"A large-scale computational materials database containing over 5 million crystal structures; the authors used 1,857,222 structures (≤20 atoms/unit cell) for pretraining a DiffCSP foundation model to learn general structural priors—enabling generation of chemically and geometrically plausible crystals independent of superconductivity. This dataset supports the task by providing broad structural knowledge essential for guiding diffusion-based generation toward physically realistic candidates before property conditioning.",https://doi.org/10.1038/s41524-023-01078-9
dataset_use_620ee9436915,paper_34af966c7e0c,task_3c36cf82ab3c,dataset_8f6bd863b583,56_Guided diffusion for the discovery of new superconductors.pdf,DS-A dataset (Cerqueira et al.),DS-A dataset (Cerqueira et al.),"A labeled dataset of 7,217 dynamically stable metallic compounds with first-principles–derived electron–phonon properties (relaxed structures, density of states at Fermi level, logarithmic average phonon frequency, electron–phonon coupling); the authors fine-tuned their model on 7,183 superconducting samples from this set, using Allen–Dynes–derived Tc values as scalar conditioning targets. This dataset directly supports the task by enabling Tc-conditioned generative modeling—teaching the model to bias structural sampling toward high-Tc superconducting candidates.",https://doi.org/10.1002/adma.202307085
dataset_use_214b2884bbba,paper_ce88dbcd5192,task_24b6899c3ddd,dataset_bbfab1a728df,57_Scalable Diffusion for Materials Generation.pdf,Materials Project (MP-20),Materials Project (MP-20),"A curated dataset of ~20,000 experimentally verified and computationally relaxed inorganic crystal structures from the Materials Project database, covering diverse chemical compositions and structural complexities. In this paper, MP-20 serves as the primary training and evaluation set for unconditional UniMat generation; it is used to train diffusion models, compute proxy metrics (validity, coverage, property statistics), and—after DFT relaxation—evaluate per-composition formation energy and stability against convex hull baselines.",https://materialsproject.org
dataset_use_6c5cc219695a,paper_ce88dbcd5192,task_24b6899c3ddd,dataset_a0e0c77d8c1c,57_Scalable Diffusion for Materials Generation.pdf,Perov5,Perov5,"A small-scale benchmark dataset containing 5 perovskite crystal structures (e.g., CaTiO₃, SrTiO₃), used for initial validation of structural validity and composition fidelity in unconditional generation. It supports proxy evaluation (e.g., structure/composition validity, CrystalNN fingerprint coverage) but is not used for DFT-based stability assessment due to its limited size and simplicity.",None
dataset_use_4cce8f2352a0,paper_ce88dbcd5192,task_24b6899c3ddd,dataset_99d3955cd48c,57_Scalable Diffusion for Materials Generation.pdf,Carbon24,Carbon24,"A dataset of 24 carbon allotrope structures (e.g., diamond, graphite, various predicted carbon phases), used to evaluate generative performance on elemental systems with high symmetry and strong covalent bonding. It supports proxy metrics including structural validity, composition recall, and property distribution fidelity (e.g., density, number of atoms), but is not subjected to DFT verification in this work.",None
dataset_use_bae1ad8e5662,paper_ce88dbcd5192,task_24b6899c3ddd,dataset_e8361254e922,57_Scalable Diffusion for Materials Generation.pdf,Materials Project 2021 (MP 2021),Materials Project 2021 (MP 2021),"The full July 2021 release of the Materials Project database, containing over 140,000 experimentally verified and DFT-relaxed inorganic compounds. This dataset is used exclusively to construct the convex hull phase diagram against which decomposition energies (Ed) of generated structures are computed—enabling rigorous stability assessment across differing compositions. It is not used for model training or unconditional generation.",https://materialsproject.org
dataset_use_962cde31daf3,paper_ce88dbcd5192,task_24b6899c3ddd,dataset_c0ed32de5f63,57_Scalable Diffusion for Materials Generation.pdf,GNoME (Graph Networks for Materials Exploration),GNoME (Graph Networks for Materials Exploration),"A large-scale dataset of ~2.2 million stable and semi-stable crystal structures generated via high-throughput ab initio random structure search and substitution, including both known and novel materials. In this paper, GNoME is used for training the conditional UniMat model (Section 3.3) and for constructing a more challenging convex hull baseline to evaluate decomposition energy. It enables zero-shot generalization to unseen compositions and supports comparison against AIRSS in conditional generation efficiency.",https://github.com/google-research/google-research/tree/master/gnome
dataset_use_9b874b58dacf,paper_ccf308624647,task_a0299547be82,dataset_d8f086677598,58_Space Group Constrained Crystal Generation.pdf,Perov-5,Perov-5,"A dataset of 18,928 perovskite crystal structures, each containing exactly 5 atoms in the unit cell, with diverse chemical compositions but similar structural motifs. It is used to train and evaluate DiffCSP++ on crystal structure prediction and ab initio generation tasks under space group constraints, specifically to assess match rate and RMSE against ground truth structures when generating from given compositions or templates.",https://doi.org/10.1039/C2EE22174E
dataset_use_15165d6324b2,paper_ccf308624647,task_a0299547be82,dataset_353a5bb6bf50,58_Space Group Constrained Crystal Generation.pdf,Carbon-24,Carbon-24,"A dataset of 10,153 carbon-only crystal structures, with unit cells containing between 6 and 24 atoms, exhibiting high structural diversity. It is used to evaluate DiffCSP++'s ab initio generation capability—assessing validity (structural and compositional), coverage (COV-R/COV-P), and property distribution fidelity (density, formation energy, element count)—without crystal structure prediction due to lack of one-to-one composition–structure mapping.",https://airss.ac.uk/data/carbon
dataset_use_82bcf308d869,paper_ccf308624647,task_a0299547be82,dataset_c1788908f106,58_Space Group Constrained Crystal Generation.pdf,MP-20,MP-20,"A subset of the Materials Project database containing 45,231 experimentally realized inorganic crystal structures, each with ≤20 atoms per unit cell and diverse compositions and space groups. It serves as a primary benchmark for both crystal structure prediction (with match rate and RMSE metrics) and ab initio generation (validity, coverage, property statistics), enabling evaluation of DiffCSP++'s generalization across broad chemical and symmetry space.",https://materialsproject.org
dataset_use_3960dc24aca9,paper_ccf308624647,task_a0299547be82,dataset_8b55ac6b7bf5,58_Space Group Constrained Crystal Generation.pdf,MPTS-52,MPTS-52,"An extended, more challenging variant of MP-20 containing 40,476 crystal structures with up to 52 atoms per unit cell, designed to test scalability and robustness of space group–constrained generation on larger, more complex unit cells. It is used for crystal structure prediction evaluation (match rate, RMSE) with chronological train/validation/test splits, highlighting DiffCSP++'s performance on computationally demanding cases.",None
dataset_use_59d69b053f0d,paper_54428f0cbb22,task_ed846788cc4a,dataset_d55b16e3041b,60_Crystal structure generation with autoregressive large language modeling.pdf,Materials Project,Materials Project (MP),"A DFT-optimized database of inorganic crystal structures, containing ~3.6 million total structures obtained from the Materials Project (downloaded April 2022), covering compounds with 1–10 elements, up to atomic number 94 (excluding Po, At, Rn, Fr, Ra). It includes ~800,000 unique formulas and 1.2 million unique cell compositions. This dataset was converted to CIF format using pymatgen and formed the core training corpus (~2.3 million CIF files after deduplication) for CrystaLLM, directly supporting the autoregressive language modeling task of generating syntactically and physically valid CIF files from compositional prompts.",https://materialsproject.org/
dataset_use_9a067b8c1c08,paper_54428f0cbb22,task_ed846788cc4a,dataset_f6b0e6dabd69,60_Crystal structure generation with autoregressive large language modeling.pdf,Open Quantum Materials Database,Open Quantum Materials Database (OQMD),"A high-throughput DFT database of predicted inorganic materials, contributing to the combined ~3.6 million structure dataset. Specifically, version 1.5 (released October 2021) was used. The OQMD structures—particularly many pyrochlores used in validation—provided diverse, computationally generated crystal structures that expanded coverage beyond experimentally reported entries, enabling CrystaLLM to learn broader structural patterns and support generalization to unseen compositions and space groups during training and benchmarking.",https://oqmd.org/
dataset_use_c78370fe6397,paper_54428f0cbb22,task_ed846788cc4a,dataset_7f8f7e60c3f0,60_Crystal structure generation with autoregressive large language modeling.pdf,NOMAD Repository,NOMAD Repository,"A large-scale repository of computational materials science data, including DFT-optimized crystal structures. Structures were downloaded from NOMAD in April 2023 and integrated into the unified ~3.6 million structure dataset. NOMAD contributed additional structural diversity—especially for less common stoichiometries and element combinations—which helped improve CrystaLLM’s ability to generate valid structures for underrepresented classes (e.g., intermetallics, mixed-anion compounds) during both training and challenge-set evaluation.",https://nomad-lab.eu/
dataset_use_de6fa12105f7,paper_54428f0cbb22,task_ed846788cc4a,dataset_d8f086677598,60_Crystal structure generation with autoregressive large language modeling.pdf,Perov-5,Perov-5,"A benchmark dataset of 18,928 perovskite structures used to evaluate CrystaLLM’s conditional generation performance (i.e., predicting structures given composition). It was split into train/validation/test sets (60-20-20) and used to train and benchmark CrystaLLM variants specifically for perovskite CSP tasks. The dataset supports the task of assessing how well CrystaLLM recovers known ground-state perovskite structures from cell composition alone, measured via match rate and RMSE against ground truth.",https://archive.materialscloud.org/record/2020.0026/v1
dataset_use_462d1a0a44d5,paper_54428f0cbb22,task_ed846788cc4a,dataset_353a5bb6bf50,60_Crystal structure generation with autoregressive large language modeling.pdf,Carbon-24,Carbon-24,"A benchmark dataset of 10,153 carbon allotropes used to evaluate CrystaLLM’s conditional and unconditional generation capabilities. It was split using the same 60-20-20 protocol as Perov-5 and employed to assess model performance on complex, low-symmetry carbon frameworks. This dataset supports the task of quantifying CrystaLLM’s validity, coverage (COV-P/COV-R), and structural fidelity for elemental systems far outside typical ionic compound paradigms.",https://archive.materialscloud.org/record/2020.0026/v1
dataset_use_f51374014f32,paper_54428f0cbb22,task_ed846788cc4a,dataset_c1788908f106,60_Crystal structure generation with autoregressive large language modeling.pdf,MP-20,MP-20,"A benchmark subset of 45,231 stable inorganic materials drawn from the Materials Project, representing diverse structural classes. Used for both conditional (CSP) and unconditional generation evaluation, it supports the task of measuring CrystaLLM’s generalizability across broad chemical space—including validity, compositional validity, and coverage metrics—under standardized train/validation/test splits aligned with prior generative models like CDVAE.",https://materialsproject.org/
dataset_use_8366e1e949c1,paper_54428f0cbb22,task_ed846788cc4a,dataset_8b55ac6b7bf5,60_Crystal structure generation with autoregressive large language modeling.pdf,MPTS-52,MPTS-52,"A challenging benchmark dataset of 40,476 inorganic materials, notable for containing structures with up to 52 atoms per unit cell—making it the most complex benchmark used. It was split into 27,380/5,000/8,096 train/validation/test sets (matching DiffCSP’s protocol) and used to rigorously test CrystaLLM’s ability to generate large, complex structures under composition-only conditioning. This dataset directly supports the task of evaluating scalability and robustness in high-atom-count CSP scenarios.",https://github.com/sparks-baird/mp-time-split
dataset_use_f24ca40f8dbe,paper_6637ee579b89,task_39aecdbec872,dataset_0cc48f92712d,61_Deep learning generative model for crystal structure prediction.pdf,MP60-CALYPSO dataset,MP60-CALYPSO dataset,"A curated, combined dataset of 670,979 locally stable crystal structures spanning 86 elements, 85,824 chemical compositions, and 114,733 structural prototypes; it integrates ambient-pressure experimental and theoretical structures from the Materials Project (MP) database (up to 60 atoms per unit cell) with high-pressure structures generated via CALYPSO-based CSP simulations by the broader CALYPSO user community. The dataset includes diverse hydrogen- and boron-rich phases (146,245 and 217,263 instances, respectively), all pre-relaxed using DFT, and is used to train and validate the conditional generative model (Cond-CDVAE) for composition- and pressure-conditioned crystal structure generation.",None
dataset_use_41aef073409d,paper_6637ee579b89,task_39aecdbec872,dataset_d55b16e3041b,61_Deep learning generative model for crystal structure prediction.pdf,Materials Project,Materials Project (MP) database,"A public database containing nearly all experimentally stable inorganic crystal structures sourced from the Inorganic Crystal Structure Database (ICSD), supplemented by computationally predicted structures; structures are DFT-relaxed at ambient pressure and include metadata such as formation energy and energy above hull. In this work, MP contributes ~99,243 structures (with ≤60 atoms/unit cell, negative formation energy, and energy above hull ≤0.2 eV/atom) to the MP60-CALYPSO dataset, providing broad chemical diversity and serving as the ambient-pressure anchor for training the pressure-conditional generative model.",https://materialsproject.org
dataset_use_1f87911c47ae,paper_6637ee579b89,task_39aecdbec872,dataset_39d1c8be4432,61_Deep learning generative model for crystal structure prediction.pdf,CALYPSO dataset,CALYPSO dataset,"A collection of crystal structures generated through prior CSP simulations using the CALYPSO code, contributed by the global CALYPSO user community; these structures are predominantly high-pressure configurations, DFT-relaxed under varied pressure conditions, and cover complex systems like superhydrides and superhard materials. In this paper, 571,736 structures were selected (after duplicate removal and filtering based on interatomic distance, cell volume, and energy ranking) to form the high-pressure component of the MP60-CALYPSO dataset, enabling the model to learn pressure-dependent structural motifs and lattice responses.",http://www.calypso.cn
dataset_use_63ba254246c0,paper_ceafc75bc578,task_02b8faa0769a,dataset_3306f0c5c31d,62_A deep generative modeling architecture for designing lattice-constrained perovskite materials.pdf,Open Quantum Materials Database (OQMD) v1.0,Open Quantum Materials Database (OQMD) v1.0,"A high-throughput computational database containing ~72,747 perovskite-like structures (35,325 ABX₃ and 37,422 A₂BB′X₆), each with DFT-calculated formation energies, crystal structures (in CIF format), space groups, and thermodynamic properties. In this paper, 63,016 samples (29,881 ABX₃ and 33,135 A₂BB′X₆) were curated — filtered for Ef ≤ 0 eV/atom, converted to conventional unit cells, limited to ≤40 atoms/cell, and restricted to cubic, monoclinic, orthorhombic, tetragonal, and trigonal Bravais systems — to train the LCMGM’s SS-VAE phase and support lattice-constrained generative modeling of stable, symmetry-compliant perovskites.",https://oqmd.org/
dataset_use_92f023455986,paper_ceafc75bc578,task_02b8faa0769a,dataset_a9b6082959f3,62_A deep generative modeling architecture for designing lattice-constrained perovskite materials.pdf,Materials Project (MP) v2021.05.13,Materials Project (MP) v2021.05.13,"A widely used materials database providing DFT-computed properties for ~8,238 perovskite entries (4,358 ABX₃ and 3,880 A₂BB′X₆), including relaxed crystal structures, formation energies, space groups, and convex hull stability metrics. In this work, 6,540 preprocessed samples (3,283 ABX₃ and 3,257 A₂BB′X₆) — similarly filtered for Ef ≤ 0 eV/atom, converted to conventional cells, and capped at 40 atoms/cell — were used as a higher-fidelity test set for transfer learning evaluation, model benchmarking, and final validation of generated candidates’ structural and energetic consistency.",https://materialsproject.org/
dataset_use_56f1f26ebde3,paper_ceafc75bc578,task_02b8faa0769a,dataset_a84a1763a491,62_A deep generative modeling architecture for designing lattice-constrained perovskite materials.pdf,Mendeley Data Repository (LCMGM-designed materials),Mendeley Data Repository (LCMGM-designed materials),"An author-curated public repository containing Crystallographic Information Files (CIFs) and Quantum Espresso output files for 124 newly designed inorganic perovskites (65 ABX₃ and 59 A₂BB′X₆), all DFT-validated and confirmed to satisfy lattice constraints (e.g., cubic-Fm-3m, tetragonal-P4/mmm) and thermodynamic stability (e.g., Ehull ≤ 0.08 eV/atom). This dataset serves as the final output of the LCMGM pipeline and is used to support experimental reproducibility, property analysis (e.g., bandgaps, phonons), and community access to the discovered materials.",https://doi.org/10.17632/m262xxpgn2.1
dataset_use_8c029cf057e0,paper_bb135e1ac6e4,task_eb2b09890f75,dataset_ebb089559032,63_Fine-Tuned Language Models Generate Stable Inorganic Materials as Text.pdf,Materials Project MP-20,Materials Project MP-20,"A curated dataset of 45,231 experimentally and computationally validated stable inorganic crystalline materials from the Materials Project database, each containing full crystallographic information (lattice parameters, fractional atomic coordinates, space group, composition) and computed DFT-derived properties including energy above hull (Ehull), band gap, and formation energy. It is used in this paper to train fine-tuned LLaMA-2 models for unconditional generation and to construct the ground-truth convex energy hull for evaluating the predicted stability (Ehull) of generated samples.",https://materialsproject.org/
dataset_use_aa52e3702da9,paper_bb135e1ac6e4,task_eb2b09890f75,dataset_b4a08ed9cfc7,63_Fine-Tuned Language Models Generate Stable Inorganic Materials as Text.pdf,Extended Materials Project Dataset,Extended Materials Project Dataset,"An expanded collection of ~120,000–127,609 inorganic crystal structures drawn from the Materials Project (as of April 2023), filtered to exclude crystals with more than 30 atoms per unit cell. This dataset includes additional property annotations beyond MP-20 — such as space group number, band gap, Ehull, and chemical formula — and is used specifically to train the fine-tuned LLaMA-2 models for text-conditional generation (e.g., conditioning on composition or space group) and structural infilling tasks.",https://materialsproject.org/
dataset_use_1382413387f7,paper_3d01e399def4,task_8104bf9bacc0,dataset_d8f086677598,65_Invariant Tokenization of Crystalline Materials for Language Model Enabled Generation.pdf,Perov-5,Perov-5,"A dataset of 18,928 perovskite materials, each with up to 5 atoms in the unit cell and similar structural motifs. It is used to train and evaluate Mat2Seq for crystal structure prediction under composition conditioning, specifically assessing match rate and RMSE against ground truth structures for perovskite systems.",None
dataset_use_c5ba8ddb9c81,paper_3d01e399def4,task_8104bf9bacc0,dataset_353a5bb6bf50,65_Invariant Tokenization of Crystalline Materials for Language Model Enabled Generation.pdf,Carbon-24,Carbon-24,"A dataset of 10,153 carbon-based crystalline materials, each containing at most 24 atoms in the unit cell. It serves as a benchmark for evaluating Mat2Seq’s generalization to diverse, non-perovskite structures with higher atomic complexity during unconditional and composition-conditioned generation.",None
dataset_use_4ec44ae914d0,paper_3d01e399def4,task_8104bf9bacc0,dataset_c1788908f106,65_Invariant Tokenization of Crystalline Materials for Language Model Enabled Generation.pdf,MP-20,MP-20,"A subset of the Materials Project database containing 45,231 stable inorganic crystals, each with ≤20 atoms per unit cell and covering experimentally observed and DFT-stable materials. It is used for training Mat2Seq, evaluating uniqueness (via periodic boundary shifting), and benchmarking match rate/RMSE across one-shot and 20-shot generation; includes 3,819 experimentally observed entries for real-world applicability validation.",https://materialsproject.org/
dataset_use_664ec2e2db33,paper_3d01e399def4,task_8104bf9bacc0,dataset_8b55ac6b7bf5,65_Invariant Tokenization of Crystalline Materials for Language Model Enabled Generation.pdf,MPTS-52,MPTS-52,"A challenging dataset of 40,476 crystals with up to 52 atoms per unit cell, curated by DiffCSP to stress-test generative models on large, complex unit cells. It is used to evaluate Mat2Seq’s robustness in high-complexity crystal generation, where structural fidelity and lattice parameter accuracy are critical for match rate and RMSE assessment.",None
dataset_use_022ff544a13d,paper_3d01e399def4,task_8104bf9bacc0,dataset_d55b16e3041b,65_Invariant Tokenization of Crystalline Materials for Language Model Enabled Generation.pdf,Materials Project,Materials Project,"A large-scale DFT-computed database of over 2 million crystal structures, used to train Mat2Seq for literature-based generalization (Section 4.2); specifically, ~2.05M structures optimized via DFT were used to enable generation of recently discovered crystals not seen during training, supporting validity, hit rate, and novelty evaluation.",https://materialsproject.org/
dataset_use_1dc7bc30116e,paper_3d01e399def4,task_8104bf9bacc0,dataset_f6b0e6dabd69,65_Invariant Tokenization of Crystalline Materials for Language Model Enabled Generation.pdf,Open Quantum Materials Database,OQMD,"The Open Quantum Materials Database, containing DFT-optimized crystal structures beyond those in Materials Project; used alongside Materials Project and NOMAD (~2.05M total structures) to expand training coverage for generalization to novel literature-reported crystals, improving compositional and structural diversity in the training set.",https://oqmd.org/
dataset_use_2c66a69513d4,paper_3d01e399def4,task_8104bf9bacc0,dataset_460867437222,65_Invariant Tokenization of Crystalline Materials for Language Model Enabled Generation.pdf,NOMAD,NOMAD,"A distributed repository of computational materials science data, including DFT-optimized crystal structures; combined with Materials Project and OQMD to form a ~2.05M training corpus for Mat2Seq’s conditional generation capability, enabling robust generalization to unseen compositions and structures from recent literature.",https://nomad-lab.eu/
dataset_use_9baa3fa9f82a,paper_3d01e399def4,task_8104bf9bacc0,dataset_19d1b1004506,65_Invariant Tokenization of Crystalline Materials for Language Model Enabled Generation.pdf,JARVIS-DFT,JARVIS-DFT,"A dataset of 61,541 crystal structures with corresponding DFT-calculated band gap values; used to fine-tune the pre-trained Mat2Seq model for property-conditioned generation (e.g., band gap < 0.5 eV or > 3.0 eV), enabling targeted discovery of crystals with desired electronic properties via token-based conditioning.",https://jarvis.nist.gov/
dataset_use_4e6f65c2ddf2,paper_81cae97881af,task_8bf8dd85a9e3,dataset_1bf08acf65bd,66_3D Structure Prediction of Atomic Systems with Flow-based Direct Preference Optimization.pdf,SAbDab,SAbDab,"A structural antibody database containing experimentally determined antibody-antigen complex structures from the PDB. The authors extracted 12,428 antibodies deposited before April 11th, 2024, filtered by resolution ≤4.0Å and protein-only targets, then clustered by 50% CDR sequence identity to construct a training set disjoint from the test set. This dataset provides the ground-truth 3D backbone coordinates (N, Cα, C, O) and sequences for CDRs and framework regions, used to train and validate flow matching models and construct preference pairs via RMSD-based ranking.",https://opig.stats.ox.ac.uk/webapps/sabdab/
dataset_use_5699cee8c33f,paper_81cae97881af,task_8bf8dd85a9e3,dataset_01650f0db0a5,66_3D Structure Prediction of Atomic Systems with Flow-based Direct Preference Optimization.pdf,DiffAb test set,DiffAb test set,"A manually curated test set of 19 antibody-antigen complexes originally introduced in DiffAb (Luo et al., NeurIPS 2022). It serves as the held-out evaluation benchmark for antibody structure prediction. For each complex, the task is to predict CDR structures conditioned on sequence and context; performance is measured using RMSD on Cα and backbone atoms across 20 generated samples per target. This dataset provides the ground-truth reference structures against which candidate generations are evaluated and ranked to build the preference dataset.",https://github.com/luosy01/DiffAb
dataset_use_0722365f66f2,paper_81cae97881af,task_41c680985839,dataset_d8f086677598,66_3D Structure Prediction of Atomic Systems with Flow-based Direct Preference Optimization.pdf,Perov-5,Perov-5,"A dataset of 18,928 perovskite crystals, each with exactly 5 atoms per unit cell and similar structural motifs but varying compositions. Used for crystal structure prediction experiments, it provides ground-truth lattice matrices and fractional coordinates. The dataset is split 60-20-20 for training/validation/testing and supports preference pair construction via StructureMatcher-based matching and RMSD computation, enabling DPO fine-tuning of flow models for lattice and coordinate generation.",https://doi.org/10.1039/C2EE22676E
dataset_use_2b0b20e5bd5b,paper_81cae97881af,task_41c680985839,dataset_c1788908f106,66_3D Structure Prediction of Atomic Systems with Flow-based Direct Preference Optimization.pdf,MP-20,MP-20,"A subset of the Materials Project database containing 45,231 experimentally synthesized inorganic materials, each with up to 20 atoms per unit cell. It includes ground-truth crystal structures (lattice + fractional coordinates) derived from experimental characterization. Used for training and evaluation, it supports preference dataset construction via pymatgen's StructureMatcher (stol=0.5, angle_tol=10, ltol=0.3) and RMSD calculation on matched structures, enabling DPO optimization to improve match rate and reduce RMSD.",https://materialsproject.org/
dataset_use_900edb3540a9,paper_81cae97881af,task_41c680985839,dataset_8b55ac6b7bf5,66_3D Structure Prediction of Atomic Systems with Flow-based Direct Preference Optimization.pdf,MPTS-52,MPTS-52,"An extended version of MP-20 containing 40,476 crystal structures with up to 52 atoms per unit cell, representing more complex and challenging materials. It is chronologically split into 27,380 training, 5,000 validation, and 8,096 test structures. This dataset provides high-complexity ground truth for evaluating model generalization and robustness; preference pairs are constructed using the same StructureMatcher-based matching and RMSD criteria as MP-20, supporting DPO refinement for large-unit-cell prediction.",https://github.com/tianxiao-xie/MPTS
dataset_use_80a2b088a4b4,paper_fce3aff65e46,task_2aa8e2c04581,dataset_d55b16e3041b,67_Generative Hierarchical Materials Search.pdf,Materials Project,Materials Project,"A publicly accessible database containing computed properties and crystal structures for over 140,000 inorganic materials, including CIF files, space groups, formation energies, and chemical formulae. In this paper, it is used to (1) provide formula-to-structure pairs (Dlo) for training the diffusion model πlo, (2) serve as a reference set for match rate evaluation via pymatgen's StructureMatcher, (3) assess uniqueness by checking whether generated formulae exist in its collection, and (4) supply DFT-computed formation energies for GNN pretraining and validation.",https://materialsproject.org
dataset_use_3bb1e0060ae5,paper_fce3aff65e46,task_2aa8e2c04581,dataset_0d530002ad88,67_Generative Hierarchical Materials Search.pdf,Inorganic Crystal Structure Database,Inorganic Crystal Structure Database (ICSD),"A curated collection of experimentally determined inorganic crystal structures, containing over 200,000 entries with detailed structural information (atomic positions, lattice parameters, space groups) and chemical formulae. In this paper, it is used to (1) define uniqueness by filtering out generated formulae already present in ICSD, (2) support the high-level heuristic Rhi via a uniqueness checker against known structures, and (3) form part of the reference set for match rate evaluation alongside Materials Project.",https://icsd.fiz-karlsruhe.de
dataset_use_fd435ba27da0,paper_fce3aff65e46,task_2aa8e2c04581,dataset_f6b0e6dabd69,67_Generative Hierarchical Materials Search.pdf,Open Quantum Materials Database,Open Quantum Materials Database (OQMD),"A computational database of over 400,000 predicted inorganic crystal structures and their thermodynamic properties (e.g., formation energy), generated using density functional theory. In this paper, it is explicitly used alongside Materials Project and NOMAD to train the composition-conditioned diffusion model πlo (as stated in Section 3.2 and Appendix A.3), providing additional formula-to-structure pairs (Dlo) to expand coverage beyond Materials Project alone.",https://oqmd.org
dataset_use_e7320ad26156,paper_fce3aff65e46,task_2aa8e2c04581,dataset_7f8f7e60c3f0,67_Generative Hierarchical Materials Search.pdf,NOMAD Repository,NOMAD Repository,"A large-scale, FAIR-compliant repository of materials science data, including DFT-calculated crystal structures, energies, and metadata from published studies and automated workflows. In this paper, it is explicitly listed (alongside Materials Project and OQMD) as one of the sources used to train the diffusion model πlo for crystal structure generation, contributing formula-to-structure pairs (Dlo) and enabling broader compositional and structural diversity in training.",https://nomad-lab.eu
dataset_use_ef1056637b27,paper_fce3aff65e46,task_2aa8e2c04581,dataset_12672e79b01e,67_Generative Hierarchical Materials Search.pdf,Wikipedia,Wikipedia,"A general-purpose, collaboratively edited online encyclopedia containing high-level textual descriptions of materials, crystal families (e.g., perovskites, spinels), chemical concepts, and domain knowledge. In this paper, it serves as the primary source for high-level language-to-symbolic knowledge (Dhi), used in retrieval-augmented generation (RAG) to retrieve context about user queries (e.g., 'double perovskite') and guide the LLM πhi in generating chemically plausible and instruction-compliant formulae.",https://en.wikipedia.org
dataset_use_3dccc9c007e6,paper_1334442567d4,task_11e7339f61bf,dataset_176afdea792f,68_Diffusion models for conditional generation of hypothetical new families of superconductors.pdf,SuperCon,SuperCon,"The SuperCon database is the largest publicly available collection of experimentally verified superconducting materials, containing over 26,000 entries with chemical compositions, critical temperatures (Tc), crystal structures, and synthesis conditions. In this paper, it serves as the primary training dataset for the diffusion model: only chemical composition data (encoded as 96-dimensional element-count vectors) is used to train four class-specific unconditional DDPMs (cuprates, pnictides, 'others', and 'everything'); the dataset is also used for clustering-based evaluation (via Roter et al.'s method) to identify whether generated compounds form new families (i.e., novel clusters absent from SuperCon).",https://doi.org/10.48505/nims.3739
dataset_use_3422e371bf01,paper_872e1a985b36,task_c0ebf6615131,dataset_d55b16e3041b,69_Shotgun crystal structure prediction using machine-learned formation energies.pdf,Materials Project,Materials Project database,"A publicly available database containing DFT-calculated formation energies, crystal structures, and properties for 126,210 stable and metastable inorganic compounds. It was used to pretrain the global CGCNN energy predictor and to extract template structures (33,040 stable crystals) for element substitution (ShotgunCSP-GT), space-group prediction (33,040 instances with 213 distinct space groups), and Wyckoff-letter assignment modeling (same 33,040 instances, excluding 120 benchmark crystals). The dataset supported training surrogate energy models, generating candidate structures, and predicting space groups and Wyckoff patterns.",https://next-gen.materialsproject.org/
dataset_use_771c1239e43c,paper_872e1a985b36,task_c0ebf6615131,dataset_f6b0e6dabd69,69_Shotgun crystal structure prediction using machine-learned formation energies.pdf,Open Quantum Materials Database,OQMD (Open Quantum Materials Database),"A computational materials database containing formation energies and structures for ~1,021,917 compounds, including both relaxed and unrelaxed configurations. It was used experimentally to test the generalization capability of the global CGCNN model — specifically, to demonstrate that models trained on relaxed structures from OQMD (like Materials Project) fail to predict pre-relaxed conformational energies accurately, justifying the need for transfer learning on system-specific unrelaxed data.",https://oqmd.org
